0271-01-446,Bloomington Public School District,Indian Mounds Elementary,Hennepin,292
0271-01-447,Bloomington Public School District,Olson Elementary,Hennepin,391
0271-01-448,Bloomington Public School District,Oak Grove Elementary,Hennepin,409
0271-01-450,Bloomington Public School District,Normandale Hills Elementary,Hennepin,391
0271-01-454,Bloomington Public School District,Poplar Bridge Elementary,Hennepin,416
0271-01-455,Bloomington Public School District,Ridgeview Elementary,Hennepin,369
0271-01-459,Bloomington Public School District,Valley View Elementary,Hennepin,476
0271-01-461,Bloomington Public School District,Westwood Elementary,Hennepin,351
0271-01-502,Bloomington Public School District,Bloomington ECSE,Hennepin,178
0271-01-536,Bloomington Public School District,Bloomington Transition Center,Hennepin,30
0271-01-620,Bloomington Public School District,Choice Alternative High School,Hennepin,135
0271-01-629,Bloomington Public School District,Beacon ALP,Hennepin,122
0272-01-012,Eden Prairie Public School District,EP Distance Learning Academy,Hennepin,1110
0272-01-064,Eden Prairie Public School District,Eden Prairie Senior High,Hennepin,2828
0272-01-065,Eden Prairie Public School District,Central Middle School,Hennepin,1315
0272-01-880,Eden Prairie Public School District,Oak Point Elementary,Hennepin,478
0272-01-881,Eden Prairie Public School District,Prairie View Elementary,Hennepin,540
0272-01-882,Eden Prairie Public School District,Forest Hills Elementary,Hennepin,382
0272-01-883,Eden Prairie Public School District,Eden Lake Elementary,Hennepin,542
0272-01-884,Eden Prairie Public School District,Early Childhood Special Ed.,Hennepin,123
0272-01-886,Eden Prairie Public School District,Eagle Heights Spanish Immersion,Hennepin,801
0272-01-887,Eden Prairie Public School District,Cedar Ridge Elementary,Hennepin,439
0272-01-889,Eden Prairie Public School District,Tassel Transition,Hennepin,48
0273-01-019,Edina Public School District,South View Middle,Hennepin,968
0273-01-020,Edina Public School District,Valley View Middle,Hennepin,1010
0273-01-021,Edina Public School District,Edina Senior High,Hennepin,2683
0273-01-515,Edina Public School District,Special Ed-Non Public,Hennepin,14
0273-01-526,Edina Public School District,Concord Elementary,Hennepin,698
0273-01-527,Edina Public School District,Cornelia Elementary,Hennepin,550
0273-01-528,Edina Public School District,Countryside Elementary,Hennepin,573
0273-01-529,Edina Public School District,Highlands Elementary,Hennepin,530
0273-01-532,Edina Public School District,Creek Valley Elementary,Hennepin,576
0273-01-533,Edina Public School District,Normandale Elementary,Hennepin,651
0273-01-535,Edina Public School District,Early Childhood Special Ed,Hennepin,95
0276-01-074,Minnetonka Public School District,Minnetonka Senior High,Hennepin,3444
0276-01-075,Minnetonka Public School District,Minnetonka East Middle,Hennepin,1315
0276-01-175,Minnetonka Public School District,Minnetonka West Middle,Carver,1245
0276-01-601,Minnetonka Public School District,Clear Springs Elementary,Hennepin,863
0276-01-602,Minnetonka Public School District,Deephaven Elementary,Hennepin,652
0276-01-603,Minnetonka Public School District,Excelsior Elementary,Hennepin,800
0276-01-604,Minnetonka Public School District,Groveland Elementary,Hennepin,917
0276-01-605,Minnetonka Public School District,Minnewashta Elementary,Hennepin,898
0276-01-606,Minnetonka Public School District,Scenic Heights Elementary,Hennepin,901
0276-01-900,Minnetonka Public School District,Deephaven Education Center,Hennepin,71
0277-01-062,Westonka Public School District,MOUND WESTONKA HIGH SCHOOL,Hennepin,1018
0277-01-063,Westonka Public School District,Grandview Middle School,Hennepin,539
0277-01-615,Westonka Public School District,Shirley Hills Primary School,Hennepin,417
0277-01-616,Westonka Public School District,Hilltop Primary School,Hennepin,460
0277-01-618,Westonka Public School District,Westonka Sp Ed ECFE,Hennepin,42
0277-01-620,Westonka Public School District,Transition Plus,Hennepin,4
0278-01-030,Orono Public School District,Orono Senior High,Hennepin,970
0278-01-031,Orono Public School District,Orono Middle,Hennepin,698
0278-01-661,Orono Public School District,Schumann Elementary,Hennepin,567
0278-01-662,Orono Public School District,Orono Intermediate Elementary,Hennepin,609
0278-01-663,Orono Public School District,Orono Discovery Center,Hennepin,23
0279-01-032,Osseo Public School District,Osseo Senior High,Hennepin,1602
0279-01-034,Osseo Public School District,Osseo Middle School,Hennepin,882
0279-01-042,Osseo Public School District,Osseo Education Center,Hennepin,68
0279-01-086,Osseo Public School District,North View Middle School,Hennepin,406
0279-01-088,Osseo Public School District,Park Center IB World School,Hennepin,1374
0279-01-090,Osseo Public School District,Maple Grove Senior High,Hennepin,2077
0279-01-094,Osseo Public School District,Maple Grove Middle School,Hennepin,1331
0279-01-665,Osseo Public School District,Woodland Elementary,Hennepin,456
0279-01-668,Osseo Public School District,Edinbrook Elementary,Hennepin,488
0279-01-669,Osseo Public School District,Rush Creek Elementary,Hennepin,630
0279-01-670,Osseo Public School District,Basswood Elementary,Hennepin,746
0279-01-671,Osseo Public School District,Birch Grove School For The Arts,Hennepin,252
0279-01-672,Osseo Public School District,Crest View Elementary,Hennepin,240
0279-01-674,Osseo Public School District,Fair Oaks Elementary,Hennepin,256
0279-01-675,Osseo Public School District,Garden City Elementary,Hennepin,223
0279-01-678,Osseo Public School District,Palmer Lake Elementary,Hennepin,286
0279-01-679,Osseo Public School District,Park Brook Elementary,Hennepin,199
0279-01-682,Osseo Public School District,Cedar Island Elementary,Hennepin,338
0279-01-684,Osseo Public School District,Elm Creek Elementary,Hennepin,366
0279-01-685,Osseo Public School District,Rice Lake Elementary,Hennepin,465
0279-01-689,Osseo Public School District,Fernbrook Elementary,Hennepin,651
0279-01-696,Osseo Public School District,Oak View Elementary,Hennepin,338
0279-01-697,Osseo Public School District,Early Childhood Special Education,Hennepin,325
0279-01-702,Osseo Public School District,ALC Senior High,Hennepin,136
0279-01-703,Osseo Public School District,ALC Independent Study,Hennepin,1
0279-01-801,Osseo Public School District,Distance Learning Academy K-5,Hennepin,2414
0279-01-802,Osseo Public School District,Distance Learning Academy 6-8,Hennepin,1178
0279-01-803,Osseo Public School District,Distance Learning Academy 9-12,Hennepin,1537
0280-01-010,Richfield Public School District,Central Education Center,Hennepin,11
0280-01-035,Richfield Public School District,Richfield Senior High,Hennepin,1137
0280-01-036,Richfield Public School District,Richfield STEM School,Hennepin,636
0280-01-037,Richfield Public School District,Richfield Middle,Hennepin,920
0280-01-695,Richfield Public School District,Centennial Elementary,Hennepin,397
0280-01-698,Richfield Public School District,Central Education Center,Hennepin,83
0280-01-699,Richfield Public School District,Secondary Special Education,Hennepin,22
0280-01-701,Richfield Public School District,Sheridan Hills Elementary,Hennepin,410
0280-01-705,Richfield Public School District,Richfield Dual Language School,Hennepin,488
0280-01-820,Richfield Public School District,Richfield College Experience Program,Hennepin,62
0281-01-004,Robbinsdale Public School District,Forest Elementary,Hennepin,535
0281-01-006,Robbinsdale Public School District,Lakeview Elementary,Hennepin,405
0281-01-008,Robbinsdale Public School District,School of Engineering-Arts At Olson,Hennepin,439
0281-01-010,Robbinsdale Public School District,Meadow Lake Elementary,Hennepin,502
0281-01-011,Robbinsdale Public School District,Neill Elementary,Hennepin,364
0281-01-012,Robbinsdale Public School District,Robbinsdale Spanish Immersion El.,Hennepin,725
0281-01-017,Robbinsdale Public School District,Noble Elementary,Hennepin,279
0281-01-019,Robbinsdale Public School District,Northport Elementary,Hennepin,503
0281-01-020,Robbinsdale Public School District,FAIR School Pilgrim Lane,Hennepin,367
0281-01-022,Robbinsdale Public School District,Sonnesyn Elementary,Hennepin,372
0281-01-030,Robbinsdale Public School District,Zachary Lane Elementary,Hennepin,446
0281-01-040,Robbinsdale Public School District,Plymouth Middle,Hennepin,1006
0281-01-043,Robbinsdale Public School District,Robbinsdale Middle,Hennepin,791
0281-01-045,Robbinsdale Public School District,Sandburg Middle School,Hennepin,583
0281-01-050,Robbinsdale Public School District,Robbinsdale Cooper Senior High,Hennepin,1694
0281-01-053,Robbinsdale Public School District,Robbinsdale Armstrong Senior High,Hennepin,1926
0281-01-101,Robbinsdale Public School District,Robbinsdale Shared Time Program,Hennepin,5
0281-01-103,Robbinsdale Public School District,Early Childhood Special Education,Hennepin,175
0281-01-169,Robbinsdale Public School District,Phoenix School,Hennepin,15
0281-01-180,Robbinsdale Public School District,Robbinsdale Transition Center,Hennepin,67
0281-01-200,Robbinsdale Public School District,Highview ALC,Hennepin,223
0281-01-289,Robbinsdale Public School District,Robbinsdale Virtual Academy,Hennepin,48
0281-01-401,Robbinsdale Public School District,The FAIR School - Crystal,Hennepin,222
0282-01-020,St. Anthony-New Brighton Schools,St. Anthony Village Senior High,Hennepin,673
0282-01-040,St. Anthony-New Brighton Schools,Wilshire Park Elementary,Hennepin,656
0282-01-050,St. Anthony-New Brighton Schools,St. Anthony Middle,Hennepin,422
0283-01-040,St. Louis Park Public School District,St. Louis Park Senior High,Hennepin,1467
0283-01-042,St. Louis Park Public School District,St. Louis Park Middle School,Hennepin,1001
0283-01-745,St. Louis Park Public School District,Aquila Elementary,Hennepin,538
0283-01-754,St. Louis Park Public School District,Peter Hobart Elementary,Hennepin,493
0283-01-755,St. Louis Park Public School District,Susan Lindgren Elementary,Hennepin,444
0283-01-756,St. Louis Park Public School District,St. Louis Park Special Ed. Program,Hennepin,103
0283-01-757,St. Louis Park Public School District,Special Ed.,Hennepin,12
0283-01-758,St. Louis Park Public School District,Park Spanish Immersion Elementary,Hennepin,518
0283-01-759,St. Louis Park Public School District,Melrose,Hennepin,5
0284-01-047,Wayzata Public School District,Wayzata Transition School,Hennepin,32
0284-01-049,Wayzata Public School District,The Alternative Program (TAP),Hennepin,176
0284-01-050,Wayzata Public School District,Wayzata High,Hennepin,3502
0284-01-051,Wayzata Public School District,Wayzata West Middle,Hennepin,720
0284-01-052,Wayzata Public School District,Wayzata East Middle,Hennepin,651
0284-01-053,Wayzata Public School District,Wayzata Central Middle,Hennepin,1363
0284-01-802,Wayzata Public School District,North Woods Elementary School,Hennepin,600
0284-01-803,Wayzata Public School District,Meadow Ridge Elementary School,Hennepin,765
0284-01-804,Wayzata Public School District,Birchview Elementary,Hennepin,413
0284-01-806,Wayzata Public School District,Greenwood Elementary,Hennepin,721
0284-01-807,Wayzata Public School District,Oakwood Elementary,Hennepin,458
0284-01-808,Wayzata Public School District,Sunset Hill Elementary,Hennepin,618
0284-01-809,Wayzata Public School District,Early Childhood Special Education,Hennepin,143
0284-01-810,Wayzata Public School District,Plymouth Creek Elementary,Hennepin,624
0284-01-811,Wayzata Public School District,Gleason Lake Elementary,Hennepin,600
0284-01-812,Wayzata Public School District,Kimberly Lane Elementary,Hennepin,571
0284-01-952,Wayzata Public School District,East Middle Alternative (EMAP),Hennepin,25
0284-01-953,Wayzata Public School District,Central Middle Alternative (CMAP),Hennepin,31
0286-01-003,Brooklyn Center School District,Early Childhood Special Education (Birth - Age 2),Hennepin,18
0286-01-011,Brooklyn Center School District,Brooklyn Center Middle School,Hennepin,368
0286-01-012,Brooklyn Center School District,Brooklyn Center High School,Hennepin,528
0286-01-035,Brooklyn Center School District,Brooklyn Center ECSE Age 3 - 5,Hennepin,12
0286-01-221,Brooklyn Center School District,Insight School of Minnesota,Hennepin,496
0286-01-480,Brooklyn Center School District,Brooklyn Center Elementary School,Hennepin,848
0286-01-763,Brooklyn Center School District,Brooklyn Center Early College Academy,Hennepin,63
0287-06-301,Intermediate School District 287,Tier One,Hennepin,21
0287-06-302,Intermediate School District 287,Tier Two,Hennepin,278
0287-06-303,Intermediate School District 287,Tier Three,Hennepin,194
0287-06-521,Intermediate School District 287,Epsilon,Hennepin,19
0287-06-522,Intermediate School District 287,OMEGON,Hennepin,32
0287-06-527,Intermediate School District 287,Headway Academy,Hennepin,31
0287-06-528,Intermediate School District 287,Fairview,Hennepin,4
0287-06-530,Intermediate School District 287,PraIrie Care Brooklyn Park Day Program,Hennepin,22
0287-06-531,Intermediate School District 287,Prairie Care Brooklyn Park - IHP,Hennepin,45
0287-06-532,Intermediate School District 287,Prairie Care Edina - PHP,Hennepin,26
0287-06-533,Intermediate School District 287,Paragon Academy,Hennepin,5
0287-06-535,Intermediate School District 287,West Academy,Hennepin,11
0287-06-538,Intermediate School District 287,Headway Academy North,Hennepin,26
0287-06-622,Intermediate School District 287,South Education Center Academy,Hennepin,71
0287-06-772,Intermediate School District 287,North Education Center Academy,Hennepin,52
0287-06-800,Intermediate School District 287,West Education Center Alternative,Hennepin,82
0287-06-801,Intermediate School District 287,Hennepin Gateway To College,Hennepin,64
0288-06-011,Southwest Metro Intermediate 288,SW Shakopee Special Ed,Scott,42
0288-06-012,Southwest Metro Intermediate 288,SW Metro Level 4 Programs,Scott,164
0288-06-020,Southwest Metro Intermediate 288,SW Metro ALC,Carver,87
0288-06-024,Southwest Metro Intermediate 288,SW Metro CCJ,Carver,2
0288-06-026,Southwest Metro Intermediate 288,SW Metro Independent Study,Carver,3
0288-06-027,Southwest Metro Intermediate 288,SW Metro Online Learning,Carver,10
0288-06-034,Southwest Metro Intermediate 288,SW Metro Day Treatment,Scott,19
0288-06-035,Southwest Metro Intermediate 288,Passageways,Scott,2
0288-06-036,Southwest Metro Intermediate 288,Prairie Care,Carver,12
0288-06-037,Southwest Metro Intermediate 288,The Annica Program,Carver,4
0288-06-829,Southwest Metro Intermediate 288,SW Metro Waseca,Waseca,14
0288-06-864,Southwest Metro Intermediate 288,Lakeside Academy,Wright,18
0288-06-865,Southwest Metro Intermediate 288,SW Metro JAF,Scott,8
0294-01-007,Houston Public School District,Summit Learning Program,Houston,25
0294-01-010,Houston Public School District,Houston Elementary,Houston,225
0294-01-012,Houston Public School District,Minnesota Virtual Academy,Houston,2231
0294-01-020,Houston Public School District,Houston Secondary,Houston,212
0297-01-010,Spring Grove School District,Spring Grove Elementary,Houston,183
0297-01-020,Spring Grove School District,Spring Grove Secondary,Houston,175
0299-01-010,Caledonia Public School District,Caledonia Elementary,Houston,266
0299-01-020,Caledonia Public School District,Caledonia Middle,Houston,179
0299-01-032,Caledonia Public School District,Caledonia Senior High,Houston,282
0300-01-010,La Crescent-Hokah School District,La Crescent-Hokah Elementary,Houston,361
0300-01-020,La Crescent-Hokah School District,La Crescent Senior High,Houston,393
0300-01-050,La Crescent-Hokah School District,LA CRESCENT-HOKAH MIDDLE SCHOOL,Houston,326
0306-01-010,Laporte Public School District,Laporte Elementary,Hubbard,175
0306-01-020,Laporte Public School District,Laporte Secondary,Hubbard,89
0306-01-050,Laporte Public School District,Laporte Middle School,Hubbard,88
0308-01-010,Nevis Public School District,Nevis Elementary,Hubbard,325
0308-01-020,Nevis Public School District,Nevis Secondary,Hubbard,274
0309-01-020,Park Rapids Public School District,Frank White Education Center,Hubbard,74
0309-01-030,Park Rapids Public School District,Park Rapids Area Century Elementary,Hubbard,620
0309-01-060,Park Rapids Public School District,Park Rapids Senior High,Hubbard,458
0309-01-080,Park Rapids Public School District,Park Rapids Area Century Middle,Hubbard,504
0309-01-081,Park Rapids Public School District,Century Middle School Within A School,Hubbard,2
0309-01-090,Park Rapids Public School District,HEADWATERS EDUC LEARNING PROGRAM,Hubbard,28
0314-01-001,Braham Public School District,Braham Area Secondary,Isanti,338
0314-01-002,Braham Public School District,Braham Elementary,Isanti,409
0316-01-110,Greenway Public School District,Vandyke Elementary,Itasca,428
0316-01-120,Greenway Public School District,Marble Early Childhood Center,Itasca,30
0316-01-210,Greenway Public School District,Greenway Middle,Itasca,320
0316-01-310,Greenway Public School District,Greenway Senior High,Itasca,292
0317-01-001,Deer River Public School District,Deer River Secondary,Itasca,448
0317-01-004,Deer River Public School District,King Elementary,Itasca,456
0317-01-006,Deer River Public School District,Deer River Schools SPED,Itasca,5
0317-01-010,Deer River Public School District,Deer River High School ALP,Itasca,8
0318-01-101,Grand Rapids Public School District,Grand Rapids Early Childhood Center,Itasca,95
0318-01-110,Grand Rapids Public School District,Cohasset Elementary,Itasca,261
0318-01-115,Grand Rapids Public School District,Bigfork Elementary,Itasca,151
0318-01-140,Grand Rapids Public School District,East Rapids Elementary,Itasca,591
0318-01-155,Grand Rapids Public School District,West Rapids Elementary,Itasca,562
0318-01-227,Grand Rapids Public School District,ITASKIN EDUCATION CENTER,Itasca,39
0318-01-350,Grand Rapids Public School District,Bigfork Secondary,Itasca,128
0318-01-360,Grand Rapids Public School District,Grand Rapids Senior High,Itasca,1142
0318-01-365,Grand Rapids Public School District,GRAND RAPIDS AREA LEARNING CENTER,Itasca,106
0318-01-370,Grand Rapids Public School District,Robert J. Elkington Middle School,Itasca,788
0318-01-375,Grand Rapids Public School District,Middle Area Learning Center,Itasca,101
0319-01-020,Nashwauk-Keewatin School District,Keewatin-Nashwauk Elementary School,Itasca,316
0319-01-050,Nashwauk-Keewatin School District,Nashwauk Secondary,Itasca,277
0319-01-070,Nashwauk-Keewatin School District,Nashwauk-Keewatin ALP,Itasca,4
0330-01-010,Heron Lake-Okabena School District,Heron Lake-Okabena Elementary,Jackson,136
0330-01-030,Heron Lake-Okabena School District,Heron Lake-Okabena Secondary,Jackson,184
0332-01-030,Mora Public School District,Mora Elementary School,Kanabec,799
0332-01-040,Mora Public School District,Mora Secondary,Kanabec,712
0332-01-050,Mora Public School District,MORA ALTERNATIVE LEARNING CENTER,Kanabec,53
0332-01-051,Mora Public School District,Mora Middle Level ALC,Kanabec,10
0333-01-010,Ogilvie Public School District,Ogilvie Elementary,Kanabec,216
0333-01-020,Ogilvie Public School District,Ogilvie Secondary,Kanabec,268
0333-01-060,Ogilvie Public School District,LION Program - Alternative Education,Kanabec,1
0345-01-010,New London-Spicer School District,Prairie Woods Elementary,Kandiyohi,553
0345-01-011,New London-Spicer School District,Prairie Meadows Learning Center,Kandiyohi,12
0345-01-020,New London-Spicer School District,New London-Spicer Middle,Kandiyohi,485
0345-01-030,New London-Spicer School District,New London-Spicer Sr.,Kandiyohi,448
0345-01-031,New London-Spicer School District,New London Alternative School,Kandiyohi,17
0347-01-108,Willmar Public School District,Roosevelt Elementary,Kandiyohi,599
0347-01-109,Willmar Public School District,Kennedy Elementary,Kandiyohi,737
0347-01-110,Willmar Public School District,Lakeland Elementary School,Kandiyohi,559
0347-01-300,Willmar Public School District,Willmar Senior High,Kandiyohi,1296
0347-01-301,Willmar Public School District,Willmar Middle School,Kandiyohi,904
0347-01-899,Willmar Public School District,Lakeview School,Kandiyohi,5
0347-01-931,Willmar Public School District,Prairie Lakes Education Center,Kandiyohi,32
0347-01-941,Willmar Public School District,Lake Park School,Kandiyohi,21
0347-01-948,Willmar Public School District,Middle School ALC,Kandiyohi,3
0347-01-949,Willmar Public School District,Willmar Area Learning Center,Kandiyohi,96
0356-01-010,Lancaster Public School District,Lancaster Elementary,Kittson,115
0356-01-020,Lancaster Public School District,Lancaster Secondary,Kittson,77
0361-01-001,International Falls School District,Falls Secondary,Koochiching,526
0361-01-007,International Falls School District,Falls Elementary,Koochiching,407
0362-01-020,Littlefork-Big Falls School Dist.,Littlefork-Big Falls Elementary,Koochiching,152
0362-01-030,Littlefork-Big Falls School Dist.,Littlefork-Big Falls Secondary,Koochiching,148
0363-01-060,South Koochiching School District,Indus Secondary,Koochiching,51
0363-01-070,South Koochiching School District,Northome Secondary,Koochiching,78
0363-01-080,South Koochiching School District,Northome Elementary,Koochiching,115
0363-01-090,South Koochiching School District,Indus Elementary,Koochiching,52
0378-01-010,Dawson-Boyd Public School District,Stevens Elementary,Lac qui Parle,287
0378-01-020,Dawson-Boyd Public School District,Dawson-Boyd Secondary,Lac qui Parle,273
0381-01-030,Lake Superior Public School Dist.,William Kelley Elementary,Lake,162
0381-01-040,Lake Superior Public School Dist.,Minnehaha Elementary,Lake,399
0381-01-090,Lake Superior Public School Dist.,Wm. M. Kelley Secondary,Lake,150
0381-01-200,Lake Superior Public School Dist.,Two Harbors Secondary,Lake,634
0390-01-222,Lake of The Woods School District,Lake of The Woods Secondary,Lake of the Woods,211
0390-01-224,Lake of The Woods School District,Lake of The Woods Elementary,Lake of the Woods,246
0391-01-010,Cleveland Public School District,Cleveland Elementary,Lesueur,272
0391-01-020,Cleveland Public School District,Cleveland Secondary,Lesueur,246
0397-52-010,Lake Agassiz Education Cooperative,Lake Agassiz Education Cooperative,Clay,41
0397-52-011,Lake Agassiz Education Cooperative,Intensive Interagency Program,Clay,8
0397-52-012,Lake Agassiz Education Cooperative,Glacial Ridge Transitional Skills Program,Clay,12
0398-52-010,Midwest Special Education Coop.,Midwest Special Education Coop.,Stevens,18
0402-01-010,Hendricks Public School District,Hendricks Elementary,Lincoln,79
0402-01-020,Hendricks Public School District,Hendricks Senior High,Lincoln,41
0402-01-090,Hendricks Public School District,MNVSS,Lincoln,25
0402-01-120,Hendricks Public School District,Hendricks Preschool,Lincoln,5
0403-01-010,Ivanhoe Public School District,Lincoln Elementary - Ivanhoe,Lincoln,89
0404-01-010,Lake Benton Public School District,Lake Benton Elementary,Lincoln,137
0404-01-020,Lake Benton Public School District,Lake Benton Secondary,Lincoln,1
0413-01-001,Marshall Public School District,Marshall High School,Lyon,837
0413-01-002,Marshall Public School District,Park Side Elementary,Lyon,535
0413-01-003,Marshall Public School District,West Side Elementary,Lyon,348
0413-01-006,Marshall Public School District,Marshall Middle School,Lyon,726
0413-01-008,Marshall Public School District,MATEC,Lyon,51
0413-01-009,Marshall Public School District,Marshall Learning Center,Lyon,1
0413-01-016,Marshall Public School District,Marshall Early Childhood Voluntary PreK,Lyon,95
0414-01-001,Minneota Public School District,Minneota Elementary,Lyon,238
0414-01-002,Minneota Public School District,Minneota Secondary,Lyon,285
0415-01-010,Lynd Public School District,Lynd Elementary,Lyon,119
0415-01-040,Lynd Public School District,Lynd Middle School,Lyon,46
0423-01-010,Hutchinson Public School District,Hutchinson Park Elementary,Mcleod,762
0423-01-020,Hutchinson Public School District,Hutchinson Middle,Mcleod,596
0423-01-030,Hutchinson Public School District,Hutchinson Senior High,Mcleod,927
0423-01-035,Hutchinson Public School District,Cornerstone,Mcleod,12
0423-01-060,Hutchinson Public School District,Hutchinson West Elementary,Mcleod,402
0423-01-070,Hutchinson Public School District,CROW RIVER AREA LEARNING CENTER,Mcleod,4
0423-01-072,Hutchinson Public School District,Hutchinson Night Alt Learning Ctr,Mcleod,5
0423-01-075,Hutchinson Public School District,Hutchinson Middle School A.L.C.,Mcleod,40
0423-01-090,Hutchinson Public School District,Hutchinson Transition Assistance PG,Mcleod,13
0424-01-010,Lester Prairie Public School Dist.,Lester Prairie Elementary,Mcleod,242
0424-01-020,Lester Prairie Public School Dist.,Lester Prairie Secondary,Mcleod,244
0432-01-010,Mahnomen Public School District,Mahnomen Elementary,Mahnomen,341
0432-01-020,Mahnomen Public School District,Mahnomen Secondary,Mahnomen,272
0432-01-040,Mahnomen Public School District,MAHNOMEN AREA LEARNING CENTER,Mahnomen,46
0435-01-010,Waubun-Ogema-White Earth Public Sch,Waubun Elementary,Mahnomen,177
0435-01-020,Waubun-Ogema-White Earth Public Sch,Ogema Elementary,Becker,271
0435-01-030,Waubun-Ogema-White Earth Public Sch,Waubun Secondary,Mahnomen,221
0435-01-040,Waubun-Ogema-White Earth Public Sch,Waubun Area Learning Program,Mahnomen,28
0441-01-010,Marshall County Central Schools,Newfolden Elementary,Marshall,133
0441-01-020,Marshall County Central Schools,Marshall County Central High,Marshall,204
0441-01-030,Marshall County Central Schools,Viking Elementary,Marshall,93
0447-01-001,Grygla Public School District,Grygla Elementary,Marshall,72
0447-01-003,Grygla Public School District,Grygla Secondary,Marshall,73
0458-01-010,Truman Public School District,Truman Elementary,Martin,149
0458-01-020,Truman Public School District,Truman Secondary,Martin,94
0463-01-010,Eden Valley-Watkins School District,Eden Valley Elementary,Stearns,395
0463-01-020,Eden Valley-Watkins School District,Eden Valley Secondary,Meeker,476
0463-01-030,Eden Valley-Watkins School District,Watkins Elementary,Meeker,62
0465-01-010,Litchfield Public School District,Lake Ripley Elementary,Meeker,515
0465-01-030,Litchfield Public School District,Litchfield Middle School,Meeker,466
0465-01-040,Litchfield Public School District,Litchfield Senior High,Meeker,462
0465-01-050,Litchfield Public School District,Litchfield Area Learning Program,Meeker,11
0465-01-110,Litchfield Public School District,Litchfield Early Childhood Special Education,Meeker,24
0466-01-001,Dassel-Cokato Public School Dist.,Cokato Elementary,Wright,380
0466-01-002,Dassel-Cokato Public School Dist.,Dassel-Cokato Senior High,Wright,574
0466-01-003,Dassel-Cokato Public School Dist.,Dassel Elementary,Meeker,313
0466-01-004,Dassel-Cokato Public School Dist.,Dassel-Cokato Middle,Wright,646
0466-01-006,Dassel-Cokato Public School Dist.,Dassel-Cokato Alternative Ctr.,Wright,92
0473-01-010,Isle Public School District,Isle Elementary,Mille Lacs,206
0473-01-020,Isle Public School District,Isle Secondary,Mille Lacs,189
0473-01-040,Isle Public School District,ISLE AREA LEARNING CENTER,Mille Lacs,28
0477-01-001,Princeton Public School District,Princeton Primary School,Mille Lacs,656
0477-01-010,Princeton Public School District,Princeton Intermediate School,Mille Lacs,693
0477-01-020,Princeton Public School District,Princeton Middle School,Mille Lacs,745
0477-01-030,Princeton Public School District,Princeton High School,Mille Lacs,911
0477-01-080,Princeton Public School District,Princeton Online MN,Mille Lacs,97
0477-01-100,Princeton Public School District,Princeton Area Learning Center,Mille Lacs,33
0477-01-250,Princeton Public School District,Onward Transition Program,Mille Lacs,9
0477-01-600,Princeton Public School District,Early Childhood Special Education,Mille Lacs,53
0477-01-950,Princeton Public School District,Credit Recovery,Mille Lacs,14
0480-01-010,Onamia Public School District,Onamia Primary School,Mille Lacs,116
0480-01-020,Onamia Public School District,Onamia High School,Mille Lacs,104
0480-01-030,Onamia Public School District,Onamia Academy,Mille Lacs,47
0480-01-035,Onamia Public School District,KOKESH AREA LEARNING CENTER,Mille Lacs,21
0480-01-050,Onamia Public School District,Onamia Intermediate School,Mille Lacs,298
0482-01-110,Little Falls Public School District,Lincoln Elementary,Morrison,405
0482-01-120,Little Falls Public School District,Lindbergh Elementary,Morrison,508
0482-01-130,Little Falls Public School District,Knight Elementary,Morrison,104
0482-01-200,Little Falls Public School District,Community Middle,Morrison,549
0482-01-300,Little Falls Public School District,Little Falls Senior High,Morrison,745
0482-01-400,Little Falls Public School District,LITTLE FALLS CONTINUING EDUCATION,Morrison,62
0484-01-020,Pierz Public School District,Pioneer Elementary,Morrison,612
0484-01-030,Pierz Public School District,Healy Secondary,Morrison,604
0485-01-010,Royalton Public School District,Royalton Elementary,Morrison,394
0485-01-020,Royalton Public School District,Royalton High School,Morrison,300
0485-01-050,Royalton Public School District,Royalton Middle School,Morrison,231
0485-01-080,Royalton Public School District,Royalton Public Schools Early Childhood Center,Morrison,3
0486-01-010,Swanville Public School District,Swanville Elementary,Morrison,196
0486-01-020,Swanville Public School District,Swanville Secondary,Morrison,142
0487-01-010,Upsala Public School District,Upsala Elementary,Morrison,194
0487-01-020,Upsala Public School District,Upsala Secondary,Morrison,173
0492-01-010,Austin Public School District,Banfield Elementary,Mower,435
0492-01-040,Austin Public School District,Neveln Elementary,Mower,285
0492-01-070,Austin Public School District,Southgate Elementary,Mower,516
0492-01-080,Austin Public School District,Sumner Elementary,Mower,245
0492-01-105,Austin Public School District,CLC - Pre-Kindergarten,Mower,115
0492-01-110,Austin Public School District,Woodson Kindergarten Center,Mower,354
0492-01-120,Austin Public School District,Austin Community Learning Center,Mower,65
0492-01-150,Austin Public School District,Austin Area Learning Center,Mower,172
0492-01-200,Austin Public School District,Austin Senior High,Mower,1308
0492-01-280,Austin Public School District,I.J. Holton Intermediate School,Mower,769
0492-01-300,Austin Public School District,Ellis Middle,Mower,770
0495-01-010,Grand Meadow Public School District,Grand Meadow Elementary,Mower,176
0495-01-020,Grand Meadow Public School District,Grand Meadow Middle,Mower,143
0495-01-030,Grand Meadow Public School District,Grand Meadow Senior High,Mower,126
0497-01-010,Lyle Public School District,Lyle Elementary,Mower,145
0497-01-020,Lyle Public School District,Lyle Secondary,Mower,161
0499-01-015,LeRoy-Ostrander Public Schools,LeRoy Elementary,Mower,122
0499-01-030,LeRoy-Ostrander Public Schools,LeRoy Secondary,Mower,144
