MDE ID, County, Name, City, 9/18/21, 10/2/21
2711-01-040, Saint Louis, Mesabi East Secondary, Aurora, 0-4, 0-4
0695-01-101, Saint Louis, Vaughan Elementary, Chisholm, 10-19, 0-4
2142-01-055, Saint Louis, North Woods Secondary, Cook, 5-9, 10-19
0709-01-215, Saint Louis, Denfeld High School, Duluth, 0-4, 5-9
0709-01-220, Saint Louis, East High School, Duluth, 5-9, 0-4
0709-01-475, Saint Louis, Homecroft Elementary, Duluth, 0-4, 5-9
0709-01-525, Saint Louis, Laura MacArthur Elementary, Duluth, 0-4, 5-9
0709-01-225, Saint Louis, Lincoln Park Middle School, Duluth, 0-4, 5-9
0709-01-520, Saint Louis, Lowell Elementary, Duluth, 0-4, 0-4
4084-07-010, Saint Louis, North Shore Community School, Duluth, 0-4, 0-4
4020-07-010, Saint Louis, North Star Academy, Duluth, 0-4, 0-4
0709-01-335, Saint Louis, Ordean East Middle School, Duluth, 0-4, 5-9
0704-01-006, Saint Louis, Pike Lake Elementary, Duluth, 0-4, 5-9
2909-01-040, Saint Louis, Eveleth-Gilbert Senior High, Eveleth, 0-4, 0-4
2909-01-010, Saint Louis, Franklin Elementary, Eveleth, 0-4, 0-4
2909-01-020, Saint Louis, Nelle Shean Elementary, Gilbert, 5-9, 0-4
0700-01-010, Saint Louis, Hermantown Elementary, Hermantown, 0-4, 0-4
0700-01-015, Saint Louis, Hermantown Middle, Hermantown, 0-4, 0-4
0700-01-020, Saint Louis, Hermantown Senior High, Hermantown, 0-4, 0-4
0701-01-350, Saint Louis, Hibbing High, Hibbing, 10-19, 10-19
0701-01-310, Saint Louis, Lincoln Elementary, Hibbing, 0-4, 5-9
2142-01-096, Saint Louis, Cherry Elementary, Iron, 5-9, 20-29
2142-01-095, Saint Louis, Cherry Secondary, Iron, 0-4, 20-29
2909-01-030, Saint Louis, Roosevelt Elementary, Virginia, 0-4, 5-9
2909-01-090, Saint Louis, Virginia Secondary, Virginia, 0-4, 5-9
0721-01-521, Scott, Eagle View, Elko New Market, 0-4, 10-19
0717-01-637, Scott, Jordan Elementary, Jordan, 0-4, 10-19
0717-01-127, Scott, Jordan High School, Jordan, 10-19, 5-9
0717-01-128, Scott, Jordan Middle, Jordan, 10-19, 0-4
0721-01-651, Scott, Falcon Ridge, New Prague, 10-19, 10-19
0721-01-111, Scott, New Prague Middle School, New Prague, 20-29, 40-49
0721-01-029, Scott, New Prague Senior High, New Prague, 20-29, 20-29
0721-01-345, Scott, Raven Stream Elementary, New Prague, 5-9, 5-9
0719-01-021, Scott, Twin Oaks Middle School, Prior Lake, 0-4, 5-9
0719-01-010, Scott, Westwood El0-4, Prior Lake, 0-4, 5-9
0720-01-085, Scott, Shakopee East Middle School, Shakopee, 0-4, 5-9
0720-01-083, Scott, Shakopee High School, Shakopee, 10-19, 10-19
0720-01-084, Scott, Shakopee West Middle School, Shakopee, 5-9, 5-9
0726-01-010, Sherburne, Becker Intermediate Elementary, Becker, 5-9, 10-19
0726-01-030, Sherburne, Becker Middle, Becker, 5-9, 10-19
0726-01-040, Sherburne, Becker Primary, Becker, 5-9, 10-19
0726-01-020, Sherburne, Becker Senior High, Becker, 0-4, 20-29
0727-01-030, Sherburne, Big Lake Middle School, Big Lake, 0-4, 0-4
0727-01-020, Sherburne, Big Lake Senior High, Big Lake, 0-4, 5-9
0727-01-010, Sherburne, Independence Elementary, Big Lake, 0-4, 5-9
0728-01-500, Sherburne, Elk River Senior High, Elk River, 5-9, 5-9
0728-01-300, Sherburne, Lincoln Elementary, Elk River, 0-4, 5-9
0728-01-110, Sherburne, Parker Elementary, Elk River, 0-4, 5-9
0728-01-410, Sherburne, Salk Middle School, Elk River, 0-4, 10-19
4160-07-010, Sherburne, Spectrum High School, Elk River, 5-9, 10-19
0728-01-170, Sherburne, Twin Lakes Elementary, Elk River, 0-4, 5-9
0728-01-210, Sherburne, Westwood Elementary, Zimmerman, 5-9, 10-19
0728-01-200, Sherburne, Zimmerman Elementary, Zimmerman, 0-4, 10-19
0728-01-530, Sherburne, Zimmerman High School, Zimmerman, 5-9, 30-39
0728-01-350, Sherburne, Zimmerman Middle, Zimmerman, 10-19, 10-19
2310-01-003, Sibley, Sibley East-Arlington Senior High, Arlington, 0-4, 5-9
2365-01-020, Sibley, GFW Junior-Senior High School (Grades 6-12), Winthrop, 0-4, 5-9
0745-01-060, Stearns, Albany Area High School, Albany, 0-4, 10-19
0745-01-050, Stearns, Albany Area Middle School, Albany, 0-4, 20-29
0745-01-010, Stearns, Albany Elementary, Albany, 0-4, 5-9
0745-01-030, Stearns, Avon Elementary, Avon, 5-9, 20-29
0750-01-050, Stearns, Rocori Senior High, Cold Spring, 5-9, 0-4
0463-01-010, Stearns, Eden Valley Elementary, Eden Valley, 5-9, 10-19
0739-01-020, Stearns, Kimball Secondary, Kimball, 0-4, 10-19
0740-01-010, Stearns, Melrose Elementary, Melrose, 0-4, 5-9
0740-01-030, Stearns, Melrose Secondary, Melrose, 5-9, 5-9
0742-01-057, Stearns, Apollo Senior High, Saint Cloud, 0-4, 10-19
4250-07-010, Stearns, Athlos Academy of Saint Cloud, Saint Cloud, 0-4, 5-9
0742-01-031, Stearns, Madison Elementary, Saint Cloud, 0-4, 10-19
0742-01-052, Stearns, North Junior High, Saint Cloud, 0-4, 5-9
0742-01-051, Stearns, Oak Hill Community Elementary, Saint Cloud, 5-9, 0-4
0742-31-022, Stearns, Prince of Peace Lutheran School, Saint Cloud, 5-9, 0-4
0742-31-020, Stearns, St- Elizabeth Ann Seton School, Saint Cloud, 0-4, 5-9
0742-31-007, Stearns, St- Katharine Drexel, Saint Cloud, 0-4, 5-9
0742-01-059, Stearns, Technical Senior High, Saint Cloud, 10-19, 10-19
0742-01-025, Stearns, Kennedy Community School, Saint Joseph, 5-9, 5-9
0748-01-040, Stearns, Pine Meadow Primary School, Sartell, 5-9, 5-9
0748-01-050, Stearns, Sartell Middle, Sartell, 5-9, 10-19
0748-01-020, Stearns, Sartell Senior High, Sartell, 5-9, 10-19
0743-31-001, Stearns, Holy Family, Sauk Centre, 0-4, 5-9
0743-01-010, Stearns, Sauk Centre Elementary, Sauk Centre, 0-4, 10-19
0743-01-070, Stearns, Sauk Centre Middle, Sauk Centre, 0-4, 20-29
0743-01-030, Stearns, Sauk Centre Secondary, Sauk Centre, 5-9, 20-29
0742-01-035, Stearns, Discovery Community Elementary, Waite Park, 0-4, 5-9
0756-01-010, Steele, Blooming Prairie Elementary, Blooming Prairie, 5-9, 10-19
0756-01-020, Steele, Blooming Prairie Secondary, Blooming Prairie, 0-4, 0-4
0761-01-902, Steele, McKinley Elementary, Owatonna, 0-4, 5-9
0761-01-151, Steele, Owatonna Middle School, Owatonna, 20-29, 20-29
0761-01-150, Steele, Owatonna Senior High, Owatonna, 10-19, 10-19
0761-01-904, Steele, Washington Elementary, Owatonna, 5-9, 0-4
2769-01-030, Stevens, Morris Area Elementary, Morris, 0-4, 5-9
0777-01-101, Swift, Benson Secondary, Benson, 0-4, 5-9
0775-01-050, Swift, Kerkhoven Secondary, Kerkhoven, 0-4, 10-19
0775-01-030, Swift, Murdock Elementary, Murdock, 0-4, 10-19
0787-01-010, Todd, Browerville Elementary, Browerville, 0-4, 0-4
0787-01-020, Todd, Browerville Secondary, Browerville, 0-4, 0-4
2753-01-010, Todd, Long Prairie-Grey Eagle Elementary, Long Prairie, 0-4, 0-4
2753-01-020, Todd, Long Prairie-Grey Secondary School, Long Prairie, 5-9, 5-9
2170-01-040, Todd, Staples-Motley Senior High, Staples, 0-4, 5-9
0803-01-001, Traverse, Pearson Elementary, Wheaton, 0-4, 5-9
2899-01-020, Wabasha, Plainview-Elgin-Millville 4-6, Elgin, 0-4, 10-19
0813-01-040, Wabasha, Lincoln Secondary, Lake City, 0-4, 5-9
2805-01-001, Wabasha, Zumbrota-Mazeppa Elementary School, Mazeppa, 0-4, 0-4
2899-01-040, Wabasha, Plainview-Elgin-Millville High, Plainview, 0-4, 10-19
2899-01-010, Wabasha, Plainview-Elgin-Millville PK-3, Plainview, 0-4, 5-9
0821-01-010, Wadena, Menahga Elementary, Menahga, 0-4, 5-9
0821-01-030, Wadena, Menahga High School, Menahga, 0-4, 10-19
0820-01-002, Wadena, Sebeka Secondary, Sebeka, 5-9, 5-9
2155-01-001, Wadena, Wadena-Deer Creek Senior High, Wadena, 0-4, 5-9
2168-01-003, Waseca, NRHEG Secondary, New Richland, 5-9, 10-19
0829-01-040, Waseca, Waseca Intermediate School, Waseca, 0-4, 5-9
0829-01-045, Waseca, Waseca Junior High, Waseca, 5-9, 5-9
0829-01-050, Waseca, Waseca Senior High, Waseca, 5-9, 5-9
0833-01-020, Washington, Cottage Grove Middle School, Cottage Grove, 0-4, 5-9
0833-01-032, Washington, Crestview Elementary, Cottage Grove, 5-9, 0-4
0833-01-024, Washington, Park High School, Cottage Grove, 5-9, 5-9
0833-01-040, Washington, Pine Hill Elementary, Cottage Grove, 0-4, 5-9
0831-01-625, Washington, Columbus Elementary, Forest Lake, 0-4, 5-9
0831-01-113, Washington, Forest Lake Area Community School, Forest Lake, 5-9, 5-9
0831-01-114, Washington, Forest Lake Area High School, Forest Lake, 10-19, 40-49
0831-01-115, Washington, Forest Lake Area Middle School, Forest Lake, 0-4, 5-9
4116-07-010, Washington, Lakes International Language Academy Main Campus, Forest Lake, 0-4, 5-9
0624-01-824, Washington, Oneka Elementary School, Hugo, 5-9, 5-9
0834-01-787, Washington, Lake Elmo Elementary, Lake Elmo, 0-4, 5-9
0832-01-040, Washington, Mahtomedi Senior High, Mahtomedi, 5-9, 5-9
0832-01-010, Washington, O-H- Anderson Elementary, Mahtomedi, 0-4, 5-9
0622-01-037, Washington, Skyview Community Elementary, Oakdale, 5-9, 0-4
0622-01-058, Washington, Tartan Senior High, Oakdale, 0-4, 5-9
0833-01-042, Washington, Pullman Elementary, Saint Paul Park, 0-4, 5-9
0831-01-630, Washington, Scandia Elementary, Scandia, 5-9, 0-4
0834-01-047, Washington, Stillwater Area High School, Stillwater, 5-9, 5-9
0833-01-025, Washington, East Ridge High School, Woodbury, 0-4, 5-9
0833-31-001, Washington, New Life Academy, Woodbury, 5-9, 5-9
0833-31-065, Washington, Saint Ambrose Woodbury Catholic Sch, Woodbury, 0-4, 0-4
4228-07-010, Washington, Woodbury Leadership Academy, Woodbury, 0-4, 5-9
0831-01-631, Washington, Wyoming Elementary, Wyoming, 5-9, 5-9
0857-01-030, Winona, Lewiston-Altura Secondary, Lewiston, 5-9, 5-9
0858-01-002, Winona, St- Charles Elementary, Saint Charles, 0-4, 5-9
0858-01-003, Winona, St- Charles Secondary, Saint Charles, 0-4, 10-19
0861-01-015, Winona, Goodview Elementary, Winona, 5-9, 0-4
0861-01-006, Winona, Winona Middle, Winona, 5-9, 5-9
0885-01-090, Wright, St- Michael-Albertville Middle West, Albertville, 0-4, 5-9
0876-01-001, Wright, Annandale Elementary School, Annandale, 0-4, 10-19
0876-01-003, Wright, Annandale Senior High, Annandale, 0-4, 5-9
0877-01-030, Wright, Buffalo Community Middle, Buffalo, 0-4, 5-9
0877-01-040, Wright, Buffalo Senior High, Buffalo, 5-9, 10-19
0877-01-070, Wright, Discovery Elementary, Buffalo, 0-4, 5-9
0877-01-060, Wright, Tatanka Elementary STEM School, Buffalo, 10-19, 0-4
0466-01-001, Wright, Cokato Elementary, Cokato, 0-4, 5-9
0879-01-010, Wright, Delano Elementary, Delano, 0-4, 10-19
0879-01-020, Wright, Delano High School, Delano, 5-9, 20-29
0879-01-015, Wright, Delano Intermediate School, Delano, 0-4, 10-19
0877-01-020, Wright, Hanover Elementary, Hanover, 0-4, 0-4
2687-01-002, Wright, Howard Lake-Waverly-Winsted Sec0-4, Howard Lake, 0-4, 5-9
0882-01-020, Wright, Monticello Senior High, Monticello, 10-19, 10-19
0728-01-180, Wright, Prairie View Elementary School, Otsego, 0-4, 30-39
0728-01-380, Wright, Prairie View Middle School, Otsego, 0-4, 10-19
0885-01-060, Wright, Big Woods Elementary, Saint Michael, 0-4, 10-19
0885-01-070, Wright, Fieldstone Elementary School, Saint Michael, 0-4, 5-9
0885-31-001, Wright, St- Michael Catholic School, Saint Michael, 0-4, 5-9
0885-01-030, Wright, St- Michael-Albertville Middle East, Saint Michael, 0-4, 20-29
0885-01-020, Wright, St- Michael-Albertville Senior High, Saint Michael, 10-19, 5-9
2190-01-023, Yellow Medicine, Yellow Medicine East Middle School, Granite Falls, 0-4, 0-4
